url,question_title,question_text,followers,views,likes,topics1,topics2,topics3,topics4
https://www.zhihu.com/question/41260242,人体会产生多少种激素，各有什么作用？,"常见激素及其功能：
与激素类似的神经递质：


脊椎动物（人类）
种类 按成分分类 氨基酸衍生物激素 甲状腺素——甲状腺分泌
肾上腺素
5-羟色胺
多肽和蛋白质激素 垂体激素
生长激素
催乳激素
促卵泡激素
黄体生成素
类固醇激素 肾上腺皮质激素 皮质醇
性激素
睾酮素
脂肪酸衍生物激素（胺类） 前列腺素 在介导细胞增殖、分化、凋亡等一系列细胞活动以及调节雌性生殖功能和分娩、血小板聚集、心血管系统平衡中发挥关键作用
参与炎症、癌症、多种心血管疾病的病理过程
半衰期很短
神经递质 氨基酸类 兴奋性递质 谷氨酸
天冬氨酸
抑制性递质 γ氨基丁酸
甘氨酸
牛磺酸
单胺类 去甲肾上腺素
5-羟色胺（血清素） 抑制性神经递质
5-羟色胺水平较低的人群更容易发生抑郁、冲动行为、酗酒、自杀、攻击及暴力行为
能产生愉悦情绪的信使 抗抑郁药 乐观
女性大脑合成速率是男性的一半
增强记忆力
在大脑皮层质及神经突触内含量很高
多巴胺 关于幸福与快乐
VS内啡肽
神经肽类
胆碱类 乙酰胆碱 内向
由胆碱和乙酰辅酶A在胆碱乙酰移位酶（胆碱乙酰化酶）的催化作用下合成
内分泌",6,2,"​
 5", 现代医学, 医学常识, 健身增肌,
https://www.zhihu.com/question/46816263,半年或者一年健身下来你有了多大的变化？,总是在视频上看到健身三个月或者半年的小伙子有了翻天覆地的变化，，感觉有点不可思议，同样是天天一小时，坚持了三个月，我为什么达不到理想的效果？每天锻炼完…,1,0,"​
 21", 健身技术, 运动减肥, 健身增肌,
https://www.zhihu.com/question/27893484,一些大神级别的健身者都说拒绝回答伸手党的问题，那么如何才算不是伸手党呢？我这个行吗？,做过体测，教练给简单介绍了一下，我也找了个据说练的不错的健身者带过几天感觉不适合我对健身的理解，放弃了，自己学自己琢磨。 我想问问我应该怎么练，下面说…,1,0,"0
", 健身技术, 健身增肌, 囚徒健身（书籍）,
https://www.zhihu.com/question/47035158,长时间低强度有氧和短时间中高强度有氧(假设总热量消耗相同)，哪种对于增肌期怕掉肌肉的人来说更加安全？,我们知道 低强度有氧脂肪供能比例会比较高 但缺点是在持续时间相同的情况下 由于强度低 所以消耗的总热量并不比中高强度的有氧多 所以我们不能简单的说：低…,3,5,"​
 1", 运动减肥, 健身与减脂, 健身塑形, 健身增肌
https://www.zhihu.com/question/50591451,健身增肌能每天都练吗？,我刚开始健身1个月，按肩/胸/背这个顺序三天一循环，腹肌每天都练，一共1~1.5h，因为不方便所以都是在家举哑铃，做腹肌撕裂者。 看网上说要隔天练，但…,2,3,"​
 5", 锻炼, 肌肉, 健身技术, 健身增肌
https://www.zhihu.com/question/33562727,弱鸡怎么炼成肌霸？三问,怀着各类牛逼XX的科学梦想，终于成就了邪恶博士类大反派的身材。 身高183体重55kg，已哭晕在办公室！ 目前决心锻炼了，主要是尽快增肌，LZ还是比较…,3,5,"0
", 增肌, 健身增肌,,
https://www.zhihu.com/question/36007260,女生坚持健身是种怎样的体验？,是不是需要先来张健身照镇楼？ [图片] 前不久练完肩拍的 充血了… 很久前一个朋友问我 你经常锻炼 要是停止了 身材岂不是瞬间变到解放前？ 然而 我告…,9,0,"​
 108", 健身器械, 健身塑形, 健身增肌,
https://www.zhihu.com/question/47487575,初级健身增肌需要分化训练吗？,健美书上告诉我们在初级阶段训练一周三次，每次锻炼所有部位，每个部位做一个黄金动作（热身一组+正式训练3-4组）。而达到了中级和高级训练（参加比赛）阶段…,4,7,"0
", 健身塑形, 健身增肌,,
https://www.zhihu.com/question/32174991,强壮的人为什么有腹肌的却不多？,人家不是没有腹肌，人家腹肌强壮的多，只是不显露， 大块头强壮又有明显腹肌线条的只有类似健美运动员， 这需要专门的减脂训练，不过这种训练对 力量表现木有鸟用，除了比赛过磅，人家根本就不乐意练减脂,1,9,"​
 1", 健身标准, 健身增肌,,
https://www.zhihu.com/question/36651481,健身增肌后对样貌改变有多大？,不多说了，自己看吧，感觉变的精神了些～,2,8,"0
", 成长, 样貌, 健身增肌,
https://www.zhihu.com/question/42714594,弱弱的问一下，深蹲的话半蹲和全蹲有啥区别?,"半蹲：大腿高于膝盖水平角度
深蹲：大腿低于膝盖水平角度
全蹲：上肢在不弓背变形的情况下，下蹲的最深角度
半蹲可以说是孤立训练股四头肌，臀大肌主要靠伸髋的角度决定，所以半蹲对于臀大肌的刺激非常轻微。所以想要翘臀还在半蹲的女生赶紧停下来吧，不然你只会练成这样强壮的股四头肌。
深蹲是我们最熟悉的一个蹲法，基本上健身房看到的都是深蹲，但很多人对于深蹲和全蹲区分不开， 深蹲被称为“动作之王”，可见深蹲在健身的地位，很多没有健身过的人肯定也听过“不深蹲、无翘臀”这样的说法
但深蹲其实并不是翘臀最好的动作，深蹲参与最多的还是股四头肌，为了翘臀练深蹲，效果会差强人意。
全蹲对于臀部刺激更大，蹲的越深，你的臀大肌伸展越大，所以如果想要主练臀部，我们可以用全蹲
但是，我们要注意，全蹲对核心力量要求更高，同时你的髋关节要足够灵活，不然容易造成椎间盘突出，同时全蹲的膝盖是最靠前的，如果你过度要求膝盖，就会对你的腰椎造成非常大的压力！
以上3种蹲法，除非是对应的肌肉训练外，最好的方式是深蹲为主，全蹲和半蹲为辅，这样才能",4,8,"​
 2", 健身标准, 健身增肌,,
https://www.zhihu.com/question/38758050,健身后肌肉酸痛，是否可以继续健身？ ?,每次健身后，第二天第三天都会感到锻炼的部位肌肉酸痛，有时候痛我也会继续去健身，好像也没多大后果，大楷一周时间就基本适应了，酸痛感消失。 但是我想知道健…,6,7,"​
 4", 健身塑形, 健身增肌,,
